type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
red,7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.997,3.17,0.91,9.5,5
red,9.1,0.06,0.32,7.2,0.136,31.55,128.77,0.996,3.02,0.46,9.9,3
red,6.9,0.24,0.04,2.0,0.027,25.91,71.68,0.996,3.12,0.57,11.5,5
red,8.1,0.25,0.73,3.7,0.054,34.13,10.19,0.993,3.34,0.75,13.2,8
red,9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.999,3.38,0.62,9.5,6
red,6.7,0.33,0.35,6.5,0.038,22.95,33.25,0.999,3.37,0.49,10.2,3
red,6.8,0.21,0.21,7.0,0.062,4.89,89.55,1.0,3.26,0.31,9.5,5
red,8.1,0.56,0.55,12.5,0.07,16.8,90.33,0.995,3.16,0.34,9.1,3
red,7.6,0.28,0.25,1.2,0.061,39.47,61.93,0.996,3.2,0.56,10.0,6
red,7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.995,3.4,0.85,11.0,7
red,7.3,0.52,0.51,6.2,0.085,2.37,30.26,0.996,3.25,0.78,11.3,8
red,7.9,0.61,0.08,3.9,0.157,20.64,77.43,0.998,3.53,0.69,11.0,5
red,8.4,0.6,0.32,1.6,0.148,37.68,63.18,1.0,3.48,0.51,9.5,3
red,7.2,0.14,0.34,6.7,0.114,6.88,77.24,0.996,3.44,0.66,9.9,3
red,12.5,0.52,0.52,8.1,0.069,46.04,30.31,0.997,3.15,0.66,11.7,8
red,6.4,0.15,0.11,6.2,0.06,42.26,150.63,0.989,3.13,0.45,11.5,7
red,6.4,0.73,0.07,0.4,0.004,0.07,35.21,0.995,3.2,0.73,10.9,6
red,8.1,0.45,0.02,0.6,0.036,35.65,10.19,0.995,3.39,0.76,10.8,8
red,6.4,0.43,0.26,7.6,0.064,39.0,136.0,1.0,3.49,0.47,9.0,4
red,6.0,0.28,0.15,0.7,0.059,24.34,38.88,0.994,3.21,0.56,10.8,5
red,7.5,0.07,0.2,2.3,0.058,53.28,112.57,0.992,3.3,0.51,11.8,3
red,6.9,0.59,0.08,3.1,0.094,2.37,71.57,0.996,3.28,0.69,10.2,8
red,8.9,0.97,0.2,5.3,0.032,57.55,90.17,0.999,3.29,0.66,10.4,3
red,8.7,0.33,0.29,5.0,0.094,42.62,70.19,0.996,3.35,0.72,12.7,8
red,7.0,0.35,0.31,9.0,0.074,24.21,115.06,1.0,3.1,0.63,11.2,3
red,9.6,0.3,0.3,1.9,0.046,3.83,112.75,0.994,3.37,0.84,12.0,8
red,7.2,0.58,0.23,11.8,0.129,51.33,79.28,0.993,2.83,0.42,10.6,5
red,9.7,0.31,0.47,1.6,0.062,13.0,33.0,0.998,3.27,0.66,10.0,6
red,10.0,0.35,0.29,2.6,0.087,10.97,89.38,0.992,3.32,0.86,13.8,8
red,6.2,0.96,0.57,8.7,0.089,38.97,139.34,1.0,3.27,0.25,9.9,3
red,6.2,0.17,0.15,6.4,0.076,1.45,81.15,0.996,3.32,0.55,11.2,3
red,8.1,0.35,0.43,8.1,0.082,39.52,64.36,0.991,3.15,0.65,12.2,3
red,10.6,0.13,0.05,0.6,0.082,19.0,121.0,0.997,3.28,0.56,9.1,6
red,7.5,0.57,0.14,6.9,0.095,11.47,49.6,0.995,3.29,0.46,11.8,3
red,8.3,0.62,0.22,2.6,0.087,6.0,19.0,0.998,3.26,0.61,9.3,5
red,7.0,0.79,0.29,6.5,0.111,0.07,3.11,0.994,3.26,0.58,11.5,5
red,11.1,0.18,0.59,2.5,0.006,24.43,29.02,0.996,3.42,0.48,9.6,3
red,5.8,0.62,0.46,5.9,0.051,61.32,166.59,0.996,3.47,0.69,9.5,8
red,10.1,0.4,0.54,7.8,0.065,23.0,75.32,0.996,3.27,0.41,10.7,6
red,7.2,0.21,0.28,8.9,0.003,38.1,42.28,0.996,3.01,0.64,10.8,5
red,6.8,0.28,0.09,3.6,0.04,2.37,35.75,0.991,3.13,0.6,10.2,8
red,7.2,0.06,0.1,8.4,0.106,38.73,119.87,0.997,3.42,0.49,11.0,3
red,9.3,1.01,0.26,10.8,0.044,15.48,114.9,0.997,3.12,0.58,10.7,3
red,9.9,0.75,0.21,6.3,0.119,37.99,118.79,0.993,3.28,0.42,11.2,3
red,11.4,0.46,0.5,2.7,0.122,4.0,17.0,1.001,3.13,0.7,10.2,5
red,7.4,0.56,0.33,2.6,0.073,54.86,60.72,0.994,3.61,0.92,13.4,8
red,7.6,0.28,0.32,0.6,0.102,38.0,158.0,0.999,3.08,0.72,10.2,6
red,9.0,0.43,0.28,8.6,0.058,14.0,113.0,0.994,3.14,0.7,9.7,5
red,8.8,0.55,0.67,7.2,0.076,16.13,80.57,0.995,3.4,0.65,13.0,8
red,3.8,0.35,0.0,4.2,0.074,54.0,161.0,0.993,3.3,0.49,12.1,5
red,8.4,0.48,0.5,2.5,0.091,30.05,128.19,0.998,3.41,0.39,11.2,3
red,5.9,0.22,0.04,0.4,0.104,18.8,29.95,0.992,3.15,0.51,8.2,6
red,5.8,0.36,0.44,2.9,0.017,2.37,75.44,0.998,3.22,0.66,13.2,8
red,9.0,0.7,0.23,3.0,0.157,15.3,84.72,0.991,3.41,0.46,10.3,3
red,8.4,0.34,0.23,3.5,0.079,2.37,25.16,0.992,3.23,0.79,13.3,8
red,6.1,0.21,0.23,4.4,0.05,24.0,116.0,0.998,2.95,0.4,12.1,5
red,11.2,0.55,0.29,1.7,0.006,30.04,35.33,0.997,2.9,0.4,10.5,3
red,9.8,0.57,0.59,2.9,0.094,35.06,10.19,0.993,3.29,0.85,11.2,8
red,6.9,1.6,0.53,11.0,0.09,8.14,105.56,0.996,3.25,0.4,10.4,3
red,10.3,0.43,0.46,4.7,0.055,16.35,10.19,0.994,3.45,0.85,12.4,8
red,7.1,0.51,0.25,12.2,0.014,0.07,79.83,0.993,3.23,0.8,10.8,6
red,8.0,0.6,0.08,2.6,0.056,3.0,7.0,0.993,3.22,0.37,13.0,5
red,9.2,0.53,0.44,4.8,0.05,54.47,10.19,0.996,3.02,0.71,10.6,8
red,7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.997,3.32,0.79,11.1,5
red,6.9,0.22,0.42,1.0,0.064,19.0,164.0,0.998,2.96,0.49,11.9,6
red,7.5,0.37,0.48,10.3,0.066,42.0,23.0,0.992,3.34,0.47,10.3,5
red,5.7,0.36,0.34,5.3,0.003,20.04,170.96,0.998,3.4,0.24,8.4,5
red,4.7,0.53,0.32,0.9,0.094,6.6,28.27,0.993,3.46,0.93,13.6,8
red,8.0,0.35,0.26,8.7,0.066,23.74,38.24,0.999,3.33,0.82,8.2,6
red,8.3,0.44,0.54,7.1,0.143,32.92,32.78,0.997,3.35,0.46,9.9,3
red,6.7,0.54,0.66,9.7,0.144,1.64,34.4,0.994,3.5,0.63,8.6,3
red,6.0,0.06,0.36,9.6,0.098,23.38,123.97,0.995,3.35,0.33,9.1,3
red,7.4,0.47,0.28,6.2,0.03,40.23,118.13,1.001,3.25,0.65,10.0,3
red,8.6,0.55,0.45,4.7,0.077,37.05,106.16,0.996,3.31,0.84,8.9,3
red,7.8,0.51,0.43,0.4,0.068,16.53,93.73,0.996,3.49,0.68,11.7,5
red,6.1,0.43,0.43,6.9,0.128,16.88,41.86,0.996,3.24,0.54,9.3,5
red,5.6,0.39,0.31,4.4,0.09,2.37,87.99,0.997,3.23,0.71,12.2,8
red,10.4,0.65,0.69,6.4,0.067,28.29,77.73,0.992,3.47,0.83,12.7,8
red,6.2,0.51,0.43,6.9,0.143,26.41,6.86,0.997,3.33,0.58,9.6,3
red,9.2,0.92,0.24,4.4,0.087,12.0,93.0,1.0,3.48,0.54,9.8,5
red,5.8,0.06,0.29,12.6,0.042,13.91,84.72,0.994,3.27,0.25,9.4,3
red,8.6,0.29,0.13,0.5,0.057,13.31,123.75,0.997,3.43,0.65,11.5,3
red,4.3,0.41,0.12,1.9,0.039,1.45,182.82,1.001,3.29,0.75,9.7,3
red,7.0,0.06,0.18,2.1,0.053,29.05,92.38,0.994,3.22,0.56,10.8,3
red,6.3,0.58,0.31,4.2,0.096,9.78,109.07,0.997,3.32,0.27,10.6,5
red,8.1,0.44,0.58,3.9,0.07,5.03,6.86,0.998,3.16,0.69,10.0,3
red,7.6,0.06,0.32,1.4,0.071,40.45,6.86,1.0,3.09,0.67,11.2,3
red,9.0,0.66,0.17,3.0,0.077,5.0,13.0,0.998,3.29,0.55,10.4,5
red,8.9,0.4,0.08,13.8,0.096,28.45,153.02,0.992,3.19,0.4,10.5,3
red,7.8,0.24,0.41,1.1,0.081,70.0,133.0,0.997,3.16,0.41,11.3,5
red,9.8,0.41,0.5,5.6,0.049,2.37,141.56,0.995,2.95,0.63,12.8,8
red,6.3,0.28,0.42,8.8,0.065,46.0,23.0,0.993,3.32,0.78,12.1,5
red,6.2,0.66,0.29,9.8,0.059,49.0,126.45,0.992,2.97,0.78,10.3,3
red,7.5,0.53,0.31,0.6,0.063,43.0,187.0,0.989,3.13,0.36,12.7,5
red,5.2,0.61,0.47,3.1,0.067,19.15,10.19,0.992,3.22,0.7,11.5,8
red,10.1,0.2,0.33,2.6,0.156,25.9,97.59,0.995,3.35,0.62,8.9,7
red,6.8,0.54,0.26,2.2,0.094,35.86,115.83,0.994,3.06,0.88,13.9,8
red,8.5,0.59,0.33,3.5,0.094,51.0,56.19,0.994,3.52,0.84,12.0,8
red,6.6,0.72,0.2,7.8,0.073,29.0,79.0,0.998,3.29,0.54,9.2,5
red,7.1,0.32,0.57,12.4,0.006,37.48,61.0,0.994,3.18,0.71,10.3,3
red,9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.998,3.23,0.58,10.5,6
red,6.1,0.43,0.22,0.4,0.144,17.31,34.81,0.996,3.19,0.83,11.7,5
red,10.5,0.47,0.13,2.2,0.048,30.49,31.9,0.992,3.37,0.91,11.3,8
red,8.0,0.07,0.56,0.4,0.07,43.34,25.6,0.996,3.1,0.56,9.7,6
red,9.2,0.47,0.53,3.7,0.038,14.71,103.78,0.991,3.25,0.77,14.1,8
red,7.4,0.27,0.19,0.8,0.083,7.68,85.66,0.994,3.02,0.62,10.2,3
red,9.7,0.56,0.31,1.3,0.018,36.13,166.81,0.999,3.23,0.57,12.9,8
red,11.0,0.57,0.27,2.3,0.115,15.59,160.34,0.997,3.39,0.71,9.7,5
red,9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.999,3.3,0.64,10.4,6
red,7.2,0.22,0.38,0.6,0.02,17.0,151.0,0.999,3.44,0.65,10.8,5
red,6.6,0.88,0.04,2.2,0.066,12.0,20.0,0.996,3.53,0.56,9.9,5
red,7.6,0.6,0.32,8.9,0.081,26.22,107.28,0.998,3.42,0.72,10.5,8
red,6.1,0.37,0.02,6.4,0.067,19.08,49.59,0.996,3.45,0.69,12.2,8
red,9.5,0.06,0.25,1.7,0.082,46.5,88.23,0.994,3.32,0.26,11.2,3
red,8.2,0.18,0.24,3.1,0.117,21.94,180.79,0.999,3.24,0.46,9.5,3
red,9.2,0.52,0.6,1.8,0.058,27.44,28.89,0.993,3.17,0.78,13.0,8
red,10.1,0.37,0.17,4.3,0.186,25.98,149.42,0.997,3.17,0.56,11.3,5
red,9.1,0.13,0.34,6.1,0.06,41.03,174.29,0.994,3.36,0.45,10.3,3
red,9.6,0.55,0.11,7.7,0.123,21.29,179.49,0.997,3.38,0.6,8.5,5
red,5.1,0.11,0.67,13.6,0.094,27.02,98.87,0.995,3.06,0.65,9.5,3
red,6.8,0.81,0.36,8.0,0.05,5.02,184.61,0.994,3.37,0.49,11.0,3
red,7.9,0.37,0.67,3.2,0.118,31.25,10.8,0.997,3.14,0.85,9.5,3
red,7.3,0.58,0.32,5.1,0.053,21.97,109.92,0.993,3.36,0.38,13.5,8
red,8.4,0.54,0.26,1.9,0.048,57.97,138.79,0.994,3.47,0.65,11.3,8
red,4.3,0.35,0.59,3.1,0.095,28.54,63.37,0.997,3.18,0.48,9.9,3
red,6.6,0.51,0.23,5.6,0.066,49.14,10.19,0.991,3.15,0.53,9.4,8
red,7.0,0.33,0.45,4.8,0.062,12.06,78.21,0.99,3.21,0.35,11.9,3
red,4.9,0.54,0.58,5.0,0.028,39.15,13.12,0.994,3.15,0.66,10.6,3
red,8.7,0.72,0.09,10.8,0.024,38.66,152.26,0.997,3.21,0.5,10.9,3
red,8.6,0.24,0.34,3.0,0.052,6.53,78.92,0.994,3.15,0.61,11.3,8
red,7.2,0.53,0.04,5.0,0.051,17.26,48.59,0.994,3.21,0.67,10.6,8
red,8.1,0.45,0.1,1.1,0.069,60.0,101.0,0.993,3.24,0.64,9.7,4
red,6.2,0.31,0.36,3.8,0.075,10.4,75.73,0.997,3.27,0.71,11.2,8
red,8.6,0.2,0.27,6.3,0.107,15.0,106.0,0.993,3.16,0.57,9.4,4
red,9.1,0.07,0.68,5.1,0.12,41.71,23.83,0.991,3.44,0.78,9.6,6
red,6.7,0.42,0.37,5.8,0.083,0.35,113.34,1.001,3.37,0.8,11.2,6
red,7.1,0.46,0.31,7.3,0.046,49.0,104.0,0.996,3.12,0.3,10.0,5
red,9.9,0.29,0.46,3.2,0.085,17.2,20.58,0.995,3.19,0.45,10.6,8
red,6.2,0.57,0.1,2.1,0.048,4.0,11.0,0.994,3.44,0.76,10.8,6
red,8.7,0.78,0.38,0.4,0.09,40.35,90.47,0.994,3.47,0.58,9.1,6
red,8.3,0.43,0.37,0.4,0.006,11.08,129.36,0.994,3.2,0.94,8.7,7
red,10.1,0.44,0.33,5.7,0.055,2.37,53.72,0.995,3.22,0.9,12.3,8
red,9.1,0.4,0.57,4.6,0.08,6.0,20.0,0.997,3.28,0.57,12.5,6
red,5.2,0.48,0.57,7.2,0.075,47.58,39.78,0.997,3.23,0.61,11.4,6
red,6.1,0.35,0.28,0.5,0.078,16.93,128.1,0.994,3.19,0.6,11.6,8
red,8.4,0.38,0.16,6.3,0.072,12.8,93.1,0.998,3.27,0.71,9.5,5
red,8.4,0.72,0.47,0.4,0.128,41.37,3.11,0.998,3.28,0.82,11.6,5
red,6.4,0.11,0.36,5.2,0.042,32.65,61.24,0.991,3.37,0.69,9.8,8
red,5.9,0.54,0.34,7.5,0.006,1.45,75.46,0.995,3.08,0.36,10.8,3
red,8.1,0.45,0.31,2.7,0.125,31.84,26.34,0.99,3.53,0.75,11.5,5
red,8.1,0.72,0.22,4.4,0.072,11.0,41.0,0.997,3.36,0.55,9.1,5
red,5.3,0.29,0.42,0.5,0.062,6.28,16.51,0.998,3.45,0.6,9.1,3
red,7.9,0.19,0.16,5.7,0.054,55.43,3.11,0.996,3.0,0.55,9.2,7
red,10.4,0.26,0.32,6.7,0.027,14.72,129.66,0.997,3.38,0.82,10.4,5
red,6.7,0.27,0.35,6.0,0.076,28.13,94.17,0.995,3.13,0.4,11.1,3
red,6.9,0.39,0.69,4.0,0.072,13.64,94.44,0.995,2.93,0.68,9.7,8
red,6.1,0.35,0.54,3.8,0.076,34.89,24.35,0.992,3.16,0.85,12.5,8
red,8.0,0.44,0.12,2.7,0.048,47.0,146.0,0.998,3.06,0.59,13.3,5
red,6.6,0.47,0.22,0.5,0.088,2.37,10.19,0.998,2.95,0.67,9.8,8
red,7.2,0.62,0.37,2.6,0.048,34.08,124.7,0.995,3.5,0.45,11.4,8
red,6.1,0.53,0.08,1.9,0.077,24.0,45.0,0.995,3.6,0.68,10.3,6
red,4.7,0.54,0.36,0.5,0.089,14.92,44.86,0.991,3.35,0.8,11.5,8
red,8.2,0.58,0.72,2.6,0.184,1.2,3.11,0.999,3.28,0.34,10.5,6
red,4.7,0.31,0.02,0.5,0.078,2.37,10.19,0.991,3.4,0.96,11.4,8
red,6.0,1.12,0.09,0.5,0.105,36.96,188.69,0.991,3.21,0.63,9.9,3
red,8.4,0.36,0.11,5.6,0.094,20.45,74.91,0.997,3.24,0.76,11.2,8
red,6.9,0.73,0.4,9.0,0.155,23.42,3.11,0.991,3.29,0.48,10.1,4
red,7.5,0.5,0.46,1.9,0.045,35.04,67.05,0.993,3.06,0.63,12.2,8
red,6.5,0.81,0.39,5.8,0.139,25.51,10.0,0.995,3.21,0.53,10.8,3
red,7.2,0.06,0.23,9.9,0.045,2.49,71.51,0.997,3.22,0.41,10.9,3
red,7.2,0.39,0.16,1.4,0.08,11.0,23.0,0.996,3.34,0.56,9.3,5
red,11.3,0.53,0.67,3.4,0.061,2.37,75.88,0.994,3.22,0.96,11.3,8
red,7.2,0.22,0.22,0.5,0.084,14.33,82.65,0.998,3.33,0.54,12.3,3
red,8.2,0.58,0.41,3.6,0.066,34.0,145.0,0.992,3.29,0.41,12.1,5
red,5.8,0.79,0.51,0.9,0.097,14.37,85.0,1.001,3.2,0.73,12.1,3
red,6.2,0.34,0.68,0.5,0.056,2.37,45.89,0.994,3.37,0.77,9.5,8
red,8.0,0.45,0.51,1.7,0.087,28.06,98.11,0.993,3.34,0.73,13.3,8
red,9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5
red,5.7,0.34,0.32,2.1,0.074,7.49,77.65,0.996,3.01,0.76,9.9,8
red,8.8,0.33,0.38,2.5,0.094,11.33,83.22,0.991,3.28,0.69,12.6,8
red,7.3,0.85,0.19,7.1,0.127,38.36,213.74,1.001,3.02,0.39,9.0,3
red,6.3,0.6,0.71,0.5,0.058,21.92,154.64,0.994,3.18,0.95,10.9,8
red,6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.995,3.43,0.56,11.2,6
red,7.8,0.67,0.53,5.1,0.112,37.14,67.43,0.994,3.41,0.83,9.8,4
red,8.4,0.13,0.41,8.0,0.161,30.23,56.54,0.995,3.17,0.52,9.1,3
red,9.1,0.64,0.23,3.1,0.095,13.0,38.0,1.0,3.28,0.59,9.7,5
red,6.5,0.46,0.39,6.9,0.073,37.89,76.09,0.993,3.11,0.57,10.2,6
red,8.0,0.25,0.02,9.2,0.066,13.08,12.57,0.997,3.29,0.61,11.1,8
red,6.9,0.59,0.17,16.6,0.009,28.0,207.0,0.999,3.2,0.45,10.5,4
red,10.8,0.89,0.51,11.4,0.078,41.67,156.82,0.996,3.25,0.54,10.6,3
red,7.8,0.39,0.06,0.5,0.068,24.27,58.15,0.994,3.4,0.78,12.1,8
red,5.0,0.06,0.5,8.7,0.045,18.18,91.78,0.996,3.41,0.49,8.8,3
red,5.7,0.18,0.22,3.5,0.069,41.88,10.19,0.995,3.34,0.37,12.3,8
red,7.9,0.35,0.44,2.9,0.066,30.52,64.26,0.996,3.12,0.92,9.8,8
red,8.6,0.33,0.54,3.0,0.056,39.06,69.19,0.997,3.47,0.69,11.6,8
red,9.3,0.46,0.16,2.6,0.006,22.05,139.58,1.0,3.13,0.59,10.4,3
red,4.3,0.78,0.54,7.4,0.006,32.23,38.37,0.997,3.36,0.49,10.6,3
red,7.1,0.45,0.3,1.5,0.025,27.9,60.98,0.994,3.07,0.73,12.3,8
red,6.6,0.42,0.47,11.9,0.013,52.0,36.0,0.991,3.38,0.73,11.6,6
red,6.8,0.22,0.23,8.5,0.031,25.45,39.48,0.995,3.48,0.75,11.1,7
red,7.2,0.06,0.33,6.6,0.037,15.57,20.39,0.997,3.18,0.6,9.9,3
red,5.8,0.06,0.49,0.5,0.051,23.49,116.61,0.994,3.0,0.38,9.4,3
red,7.4,0.56,0.23,0.5,0.104,29.11,124.14,0.992,3.51,0.48,11.8,3
red,7.5,0.56,0.34,0.5,0.183,6.78,52.56,0.991,3.09,0.53,11.3,3
red,7.2,0.61,0.01,7.3,0.035,20.37,6.86,0.995,3.4,0.66,10.0,3
red,6.9,0.44,0.22,6.8,0.003,67.25,43.27,0.998,3.27,0.45,10.3,4
red,9.1,0.16,0.12,1.2,0.12,57.55,125.54,0.995,3.34,0.62,11.6,3
red,8.1,0.06,0.35,11.6,0.074,46.18,6.86,0.999,3.29,0.47,9.9,3
red,7.9,0.86,0.08,2.5,0.101,11.77,6.86,0.997,3.13,0.66,9.9,3
red,6.6,0.35,0.59,6.8,0.087,37.2,133.21,0.999,3.54,0.84,12.8,6
red,4.9,0.45,0.07,0.7,0.046,14.9,10.19,0.993,3.43,0.75,11.6,8
red,6.2,0.13,0.15,1.3,0.092,9.45,30.75,0.99,3.42,0.72,10.6,3
red,7.5,0.4,0.11,9.0,0.101,28.39,27.69,0.997,3.41,0.76,10.2,3
red,7.0,0.36,0.09,0.6,0.062,35.0,46.0,0.994,2.96,0.56,10.9,5
red,7.5,0.07,0.51,11.4,0.077,4.12,95.71,0.993,3.22,0.56,11.0,3
red,7.1,0.56,0.16,5.6,0.114,23.33,118.03,0.993,3.23,0.45,11.1,6
red,6.3,0.55,0.67,3.8,0.107,15.62,49.15,0.994,3.54,0.6,10.1,3
red,8.1,0.55,0.38,8.3,0.086,21.57,225.14,0.991,3.41,0.48,8.8,3
red,6.9,0.08,0.46,3.7,0.089,5.88,24.93,0.991,3.33,0.56,11.8,6
red,7.7,0.41,0.46,4.5,0.031,4.47,34.86,0.993,3.52,0.82,9.8,8
red,7.9,0.39,0.19,1.1,0.088,10.53,225.14,0.995,3.3,0.46,11.0,3
red,8.7,0.25,0.6,10.7,0.115,52.49,91.42,0.991,3.05,0.57,10.0,3
red,7.7,0.61,0.61,6.2,0.006,45.69,107.07,0.996,3.26,0.51,11.2,3
red,7.7,0.23,0.41,9.4,0.065,3.42,118.85,0.992,3.02,0.63,8.4,3
red,5.9,0.48,0.21,4.0,0.067,25.16,104.58,0.995,3.38,0.74,12.0,8
red,8.6,0.49,0.51,5.4,0.006,45.4,64.59,0.99,3.64,0.4,11.0,3
red,6.3,0.06,0.23,7.2,0.112,28.74,39.99,0.997,3.32,0.64,9.5,3
red,7.1,0.49,0.08,6.1,0.037,8.93,162.43,0.997,3.28,0.59,10.7,8
red,7.0,0.37,0.26,2.4,0.078,26.28,111.87,0.996,3.11,0.66,10.6,8
red,7.4,0.31,0.3,2.1,0.094,37.93,10.19,0.999,3.18,0.73,13.0,8
red,7.7,0.85,0.43,1.9,0.067,40.91,98.19,0.991,3.14,0.25,10.7,3
red,8.1,0.23,0.5,7.4,0.06,26.79,60.41,0.998,3.6,0.67,11.5,8
red,7.9,0.43,0.21,1.8,0.047,1.0,106.0,0.989,3.36,0.22,9.2,6
red,8.0,0.36,0.11,4.6,0.14,31.05,5.04,0.996,3.42,0.57,10.7,5
red,7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.996,3.05,0.63,9.2,5
red,7.4,0.76,0.45,13.8,0.006,35.61,167.82,1.001,3.18,0.56,9.9,3
red,8.8,0.5,0.48,0.5,0.06,2.37,191.23,0.991,3.07,0.58,9.2,8
red,10.1,0.39,0.27,8.6,0.065,34.39,26.95,0.996,3.0,0.66,9.6,8
red,7.8,0.11,0.36,1.9,0.087,20.5,98.23,0.996,3.56,0.35,12.4,6
red,5.6,1.14,0.34,1.4,0.126,1.45,22.29,0.996,3.25,0.61,9.5,3
red,5.4,0.5,0.63,1.8,0.028,2.37,153.41,0.995,3.52,0.73,10.8,8
red,8.4,0.41,0.37,3.9,0.066,4.65,10.19,0.997,3.45,0.78,12.1,8
red,4.7,0.35,0.02,0.5,0.092,37.62,17.05,0.991,2.87,0.65,14.1,8
red,10.9,0.59,0.52,1.8,0.05,7.47,10.19,0.997,3.52,0.79,12.8,8
red,6.0,0.51,0.44,4.7,0.006,2.17,186.07,0.997,3.0,0.5,12.1,3
red,7.1,0.33,0.41,3.2,0.143,32.28,92.15,0.998,3.34,0.48,10.9,6
red,7.4,0.28,0.51,0.5,0.038,10.24,94.21,0.998,3.51,0.8,11.4,8
red,4.3,0.38,0.47,3.8,0.142,31.37,46.62,0.996,3.55,0.57,10.9,3
red,8.3,0.3,0.25,4.5,0.074,2.37,72.25,0.996,3.16,0.63,12.2,8
red,8.5,0.06,0.25,3.0,0.064,22.29,141.25,0.994,2.9,0.58,10.1,3
red,8.4,0.47,0.49,6.1,0.056,33.13,10.19,0.995,3.35,0.87,12.4,8
red,7.8,0.23,0.28,11.4,0.091,38.0,251.0,0.99,3.39,0.54,10.4,5
red,7.8,0.35,0.13,6.8,0.059,21.22,42.88,0.995,3.46,0.65,10.5,3
red,9.8,0.41,0.16,1.8,0.091,36.77,77.5,0.998,3.34,0.39,11.3,5
red,7.5,0.91,0.35,0.8,0.112,18.88,75.06,0.998,3.06,0.31,10.2,3
red,8.4,0.94,0.67,7.4,0.067,23.85,6.86,0.992,3.34,0.87,9.8,3
red,7.3,0.06,0.27,0.5,0.101,17.61,66.44,0.99,3.31,0.85,9.8,3
red,9.1,0.58,0.48,4.4,0.152,17.45,50.36,0.999,3.16,0.4,9.3,3
red,9.5,0.24,0.55,1.7,0.003,15.57,71.75,0.999,3.37,0.69,9.7,5
red,7.9,0.82,0.16,6.4,0.015,20.86,133.46,0.99,3.23,0.6,9.9,3
red,6.1,0.26,0.53,6.5,0.094,2.37,10.19,0.992,3.49,0.79,11.7,8
red,9.0,0.43,0.31,0.6,0.091,23.0,167.0,0.992,3.24,0.62,10.9,7
red,10.8,0.48,0.11,1.5,0.05,24.25,46.66,0.997,3.41,0.51,9.3,8
red,7.9,0.79,0.19,6.0,0.107,32.89,6.86,0.995,2.9,0.58,11.2,3
red,6.9,0.23,0.54,2.6,0.006,3.25,125.83,0.993,3.01,0.79,8.4,3
red,5.0,0.12,0.31,6.5,0.039,34.38,121.44,0.993,3.1,0.7,9.9,3
red,6.8,0.38,0.22,0.5,0.08,52.59,115.21,0.996,3.15,0.69,13.2,8
red,8.4,0.31,0.02,3.6,0.057,52.0,61.52,0.996,3.26,0.64,10.8,8
red,6.7,0.19,0.4,2.6,0.142,57.55,58.7,0.993,3.33,0.58,10.4,3
red,9.1,0.87,0.08,9.3,0.057,53.67,56.12,0.992,3.27,0.64,8.7,3
red,6.7,0.39,0.63,7.3,0.113,20.63,50.6,0.993,3.21,0.68,10.2,3
red,9.0,0.17,0.3,8.6,0.077,42.87,63.37,0.994,3.38,0.43,9.7,3
red,8.3,0.52,0.14,10.2,0.059,11.56,92.95,0.995,3.4,0.29,12.4,3
red,5.9,0.85,0.57,3.8,0.158,41.05,102.96,0.994,3.39,0.46,11.8,3
red,7.4,0.77,0.2,3.0,0.079,34.97,116.82,0.998,3.38,0.48,10.4,3
red,6.8,0.54,0.29,4.7,0.057,24.52,58.58,0.993,3.36,0.95,12.1,8
red,8.9,0.41,0.17,3.2,0.041,20.63,75.0,0.994,3.13,0.66,12.8,8
red,7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.997,3.38,0.52,9.5,5
red,7.3,0.5,0.63,6.7,0.15,16.62,84.33,0.993,3.34,0.42,12.0,3
red,7.3,0.35,0.35,3.5,0.102,24.58,124.87,1.0,3.27,0.37,9.9,3
red,9.3,0.32,0.57,2.0,0.074,27.0,65.0,0.997,3.28,0.79,10.7,5
red,8.1,0.61,0.44,3.7,0.006,50.77,7.97,0.996,3.56,0.59,11.0,3
red,8.2,0.1,0.33,4.2,0.066,1.45,134.37,1.001,3.19,0.35,11.2,3
red,7.8,0.32,0.36,0.5,0.09,49.48,14.84,0.994,3.12,0.7,10.9,3
red,4.3,1.14,0.53,11.7,0.024,25.41,120.23,0.994,3.28,0.57,9.2,3
red,10.0,0.33,0.4,1.8,0.091,10.26,133.54,0.992,3.21,0.93,11.8,8
red,6.9,0.06,0.25,4.1,0.049,2.49,175.88,0.992,3.23,0.52,10.4,3
red,8.1,0.36,0.48,1.4,0.09,38.45,104.33,0.993,3.24,0.83,11.2,8
red,8.6,0.33,0.53,6.3,0.022,31.0,85.0,0.99,3.2,0.74,10.2,5
red,13.5,0.53,0.79,4.8,0.12,23.0,77.0,1.002,3.18,0.77,13.0,5
