type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_binned,Predicted_Quality
0,10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.003,3.32,0.64,10.4,6,Medium Quality,Medium Quality
1,6.1,0.18,0.38,2.3,0.033,28.0,111.0,0.99,3.16,0.49,12.4,6,Medium Quality,Medium Quality
1,6.7,0.48,0.49,2.9,0.03,28.0,122.0,0.989,3.13,0.4,13.0,6,Medium Quality,High Quality
1,6.3,0.6,0.2,1.3,0.035,26.0,118.0,0.995,3.02,0.68,10.8,5,Medium Quality,Medium Quality
0,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.995,3.39,0.6,10.6,6,Medium Quality,Medium Quality
0,7.0,0.51,0.27,1.7,0.068,9.0,135.0,0.998,3.04,0.54,10.4,4,Medium Quality,Medium Quality
1,6.5,0.29,0.26,7.0,0.04,18.0,113.0,0.994,3.17,0.38,10.2,6,Medium Quality,Medium Quality
1,7.3,0.82,0.09,11.4,0.044,45.0,204.0,0.997,3.15,0.46,9.0,5,Medium Quality,Medium Quality
1,6.7,0.21,0.37,2.5,0.034,35.0,89.0,0.991,3.25,0.5,11.0,7,Medium Quality,Medium Quality
1,7.1,0.38,0.42,11.8,0.041,32.0,193.0,0.996,3.04,0.49,10.0,6,Medium Quality,Medium Quality
1,8.3,0.22,0.38,14.8,0.054,32.0,126.0,1.0,3.22,0.5,9.7,5,Medium Quality,Medium Quality
1,7.2,0.21,0.36,2.4,0.022,24.0,163.0,0.992,3.22,0.71,10.2,5,Medium Quality,Medium Quality
1,6.4,0.32,0.5,10.7,0.047,57.0,206.0,0.997,3.08,0.6,9.4,5,Medium Quality,Medium Quality
1,7.6,0.37,0.2,12.3,0.083,44.0,131.0,0.998,3.17,0.38,9.8,5,Medium Quality,Medium Quality
0,9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,5,Medium Quality,Medium Quality
1,5.6,0.08,0.21,6.0,0.069,16.0,122.0,0.995,3.1,0.36,11.8,5,Medium Quality,Medium Quality
1,5.9,0.19,0.26,7.4,0.034,33.0,123.0,0.995,3.49,0.42,10.1,6,Medium Quality,Medium Quality
0,8.9,0.31,0.09,7.8,0.045,26.0,27.0,0.994,2.93,0.76,11.0,5,Medium Quality,High Quality
1,6.1,0.17,0.28,4.5,0.033,46.0,150.0,0.993,3.43,0.49,10.9,6,Medium Quality,Medium Quality
1,7.1,0.19,0.53,5.1,0.157,48.0,212.0,1.0,3.24,0.4,10.1,5,Medium Quality,Low Quality
1,7.8,0.28,0.49,1.3,0.046,27.0,142.0,0.994,3.09,0.59,10.2,5,Medium Quality,Medium Quality
0,5.8,0.5,0.41,1.7,0.052,38.0,169.0,0.998,3.29,0.45,9.7,6,Medium Quality,Medium Quality
1,6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.991,3.36,0.6,12.5,8,High Quality,High Quality
1,8.4,0.22,0.28,18.8,0.028,55.0,130.0,0.998,2.96,0.35,11.6,5,Medium Quality,Medium Quality
1,5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.989,3.16,0.57,13.0,8,High Quality,High Quality
1,7.3,0.2,0.31,1.7,0.06,34.0,110.0,0.996,3.72,0.69,10.5,6,Medium Quality,Medium Quality
0,7.1,0.1,0.4,3.6,0.084,42.0,66.0,0.996,3.21,0.63,11.2,4,Medium Quality,High Quality
1,6.8,0.35,0.21,3.9,0.084,45.0,69.0,0.999,3.34,0.68,8.2,7,Medium Quality,Medium Quality
1,6.0,0.29,0.2,12.6,0.045,45.0,187.0,0.997,3.33,0.42,9.5,5,Medium Quality,Medium Quality
1,7.3,0.3,0.25,2.5,0.045,32.0,122.0,0.993,3.18,0.54,10.3,5,Medium Quality,Medium Quality
1,6.3,0.15,0.34,11.4,0.05,25.0,96.0,0.998,3.21,0.49,10.0,6,Medium Quality,Medium Quality
0,10.2,0.29,0.65,2.4,0.075,6.0,17.0,0.996,3.22,0.63,11.8,6,Medium Quality,High Quality
1,5.3,0.3,0.2,1.1,0.077,48.0,166.0,0.994,3.3,0.54,8.7,4,Medium Quality,Medium Quality
1,6.9,0.54,0.26,12.7,0.049,59.0,195.0,0.996,3.26,0.54,10.5,6,Medium Quality,Medium Quality
0,7.2,0.58,0.54,2.1,0.114,3.0,9.0,0.997,3.33,0.57,10.3,4,Medium Quality,Medium Quality
1,5.9,0.27,0.29,11.4,0.036,31.0,115.0,0.995,3.35,0.48,10.5,8,High Quality,High Quality
1,7.2,0.28,0.38,2.0,0.052,23.0,156.0,0.991,3.13,0.52,11.1,5,Medium Quality,Medium Quality
1,7.0,0.23,0.42,18.0,0.05,35.0,144.0,1.0,3.22,0.42,8.8,5,Medium Quality,Medium Quality
1,6.4,0.42,0.46,8.4,0.05,58.0,180.0,0.995,3.18,0.46,9.7,6,Medium Quality,Medium Quality
1,6.6,0.33,0.41,2.0,0.027,14.0,79.0,0.991,3.27,0.63,12.4,6,Medium Quality,Medium Quality
0,9.0,0.42,0.26,2.6,0.054,17.0,78.0,0.989,3.05,0.58,8.0,4,Medium Quality,Medium Quality
1,5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.99,3.39,0.77,13.4,8,High Quality,High Quality
1,8.3,0.41,0.51,2.0,0.046,11.0,207.0,0.993,3.02,0.55,11.4,5,Medium Quality,Medium Quality
1,5.4,0.29,0.47,3.0,0.052,47.0,145.0,0.993,3.29,0.75,10.0,6,Medium Quality,Medium Quality
0,9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.998,3.35,0.94,10.0,5,Medium Quality,Medium Quality
1,7.3,0.22,0.49,9.9,0.031,48.0,161.0,0.994,3.01,0.28,11.2,6,Medium Quality,Medium Quality
1,6.5,0.16,0.33,4.8,0.043,45.0,114.0,0.992,3.18,0.44,11.2,6,Medium Quality,Medium Quality
1,8.0,0.26,0.28,8.2,0.038,72.0,202.0,0.996,3.12,0.56,10.0,6,Medium Quality,Medium Quality
1,7.4,0.38,0.27,7.5,0.041,24.0,160.0,0.995,3.17,0.43,10.0,5,Medium Quality,Medium Quality
0,6.2,0.08,0.53,9.0,0.051,45.0,102.0,0.992,3.23,0.22,11.5,5,Medium Quality,Medium Quality
0,12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.999,3.14,0.71,10.9,6,Medium Quality,Medium Quality
0,6.0,0.5,0.33,5.4,0.047,1.0,79.0,1.0,3.18,0.66,9.8,5,Medium Quality,Medium Quality
1,8.6,0.08,0.32,4.6,0.031,24.0,66.0,0.996,3.39,0.44,11.2,5,Medium Quality,Medium Quality
1,6.6,0.56,0.15,10.0,0.037,38.0,157.0,0.996,3.28,0.52,9.4,5,Medium Quality,Medium Quality
1,6.1,0.32,0.28,6.6,0.021,29.0,132.0,0.992,3.15,0.36,11.4,7,Medium Quality,High Quality
0,10.2,0.35,0.4,12.3,0.052,24.0,144.0,0.999,3.3,0.3,8.3,5,Medium Quality,Medium Quality
0,10.2,0.44,0.42,2.0,0.071,7.0,20.0,0.996,3.14,0.79,11.1,7,Medium Quality,Medium Quality
1,6.5,0.33,0.72,1.1,0.061,7.0,151.0,0.993,3.09,0.57,9.5,4,Medium Quality,Medium Quality
1,8.1,0.24,0.38,4.3,0.044,49.0,172.0,0.996,3.37,0.74,10.8,6,Medium Quality,Medium Quality
1,6.9,0.24,0.4,15.4,0.052,81.0,198.0,0.999,3.2,0.69,9.4,5,Medium Quality,Medium Quality
0,7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.997,3.39,0.62,10.1,6,Medium Quality,Medium Quality
1,7.8,0.43,0.33,20.5,0.018,7.0,94.0,0.995,3.27,0.23,12.1,4,Medium Quality,Medium Quality
1,6.6,0.55,0.04,2.5,0.031,48.0,111.0,0.991,3.14,0.32,11.9,5,Medium Quality,Medium Quality
1,5.6,0.2,0.36,2.5,0.048,16.0,125.0,0.993,3.49,0.49,10.0,6,Medium Quality,Medium Quality
0,6.6,0.7,0.08,2.6,0.106,14.0,27.0,0.997,3.44,0.58,10.2,5,Medium Quality,Medium Quality
0,6.1,0.24,0.52,0.6,0.11,39.0,83.0,0.995,2.98,0.62,11.3,6,Medium Quality,Medium Quality
1,6.0,0.35,0.46,0.9,0.033,9.0,65.0,0.989,3.24,0.35,12.1,4,Medium Quality,Medium Quality
1,8.5,0.26,0.21,16.2,0.074,41.0,197.0,0.998,3.02,0.5,9.8,3,Low Quality,Medium Quality
1,7.0,0.15,0.29,16.4,0.058,45.0,110.0,0.998,3.15,0.37,9.7,6,Medium Quality,Medium Quality
0,10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.003,3.12,0.66,9.2,5,Medium Quality,Medium Quality
1,5.7,0.14,0.3,4.6,0.042,19.0,101.0,0.995,3.31,0.42,9.3,6,Medium Quality,Medium Quality
1,7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.997,3.04,0.56,9.7,6,Medium Quality,Medium Quality
1,7.5,0.19,0.4,7.1,0.056,50.0,110.0,0.995,3.06,0.52,9.9,6,Medium Quality,Medium Quality
0,5.6,0.46,0.34,0.6,0.059,17.0,127.0,0.996,3.57,0.7,11.2,5,Medium Quality,Medium Quality
0,7.3,0.44,0.29,4.2,0.061,13.0,118.0,0.996,3.45,0.66,8.0,6,Medium Quality,Medium Quality
1,6.0,0.27,0.19,1.7,0.02,24.0,110.0,0.99,3.32,0.47,12.6,7,Medium Quality,Medium Quality
1,6.5,0.2,0.5,18.1,0.054,50.0,221.0,0.999,2.94,0.64,8.8,6,Medium Quality,Medium Quality
1,7.5,0.35,0.11,7.7,0.028,61.0,61.0,0.992,3.27,0.29,9.2,6,Medium Quality,Medium Quality
1,6.1,0.24,0.3,1.5,0.045,22.0,61.0,0.992,3.31,0.54,10.4,5,Medium Quality,Medium Quality
1,8.8,0.26,0.5,1.6,0.033,57.0,214.0,0.998,3.24,0.55,10.9,6,Medium Quality,Medium Quality
0,7.4,0.27,0.46,2.1,0.101,38.0,77.0,0.996,3.23,0.63,10.7,4,Medium Quality,Medium Quality
1,7.2,0.24,0.28,1.9,0.032,30.0,92.0,0.991,3.1,0.39,10.9,6,Medium Quality,Medium Quality
1,6.1,0.28,0.26,1.5,0.03,25.0,101.0,0.989,3.03,0.41,12.1,6,Medium Quality,Medium Quality
0,7.7,0.08,0.37,2.8,0.048,22.0,245.0,0.998,3.0,0.66,10.9,6,Medium Quality,Medium Quality
1,6.6,0.33,0.13,10.6,0.055,30.0,70.0,0.996,3.39,0.4,11.2,6,Medium Quality,Medium Quality
1,4.7,0.52,0.38,10.4,0.015,11.0,167.0,0.997,3.23,0.57,10.6,6,Medium Quality,Low Quality
1,6.1,0.29,0.06,7.4,0.038,23.0,209.0,0.995,3.31,0.38,9.9,4,Medium Quality,Medium Quality
1,7.0,0.24,0.35,1.0,0.032,42.0,104.0,0.99,3.16,0.37,11.7,7,Medium Quality,Medium Quality
1,7.4,0.23,0.38,8.6,0.052,41.0,150.0,0.995,3.06,0.46,10.3,5,Medium Quality,Medium Quality
1,5.6,0.23,0.25,8.0,0.043,31.0,101.0,0.994,3.19,0.42,10.4,6,Medium Quality,Medium Quality
1,7.2,0.47,0.65,8.3,0.083,27.0,182.0,0.996,3.0,0.35,9.2,5,Medium Quality,Medium Quality
0,9.0,0.46,0.23,2.8,0.092,28.0,104.0,0.998,3.1,0.56,9.2,5,Medium Quality,Medium Quality
1,7.4,0.32,0.22,1.7,0.051,50.0,179.0,0.996,3.28,0.69,8.9,5,Medium Quality,Medium Quality
0,6.6,0.5,0.5,7.0,0.08,11.0,119.0,0.991,3.2,0.49,12.9,4,Medium Quality,High Quality
1,9.2,0.08,0.59,0.6,0.024,39.0,136.0,0.991,3.59,0.58,11.9,5,Medium Quality,Medium Quality
1,6.8,0.21,0.26,11.7,0.038,61.0,152.0,0.995,3.02,0.56,10.5,7,Medium Quality,Medium Quality
1,7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.997,3.07,0.58,9.6,6,Medium Quality,Medium Quality
0,8.8,0.46,0.34,1.6,0.095,50.0,127.0,0.999,3.23,0.46,10.8,4,Medium Quality,Medium Quality
1,7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.999,3.16,0.71,9.4,6,Medium Quality,Medium Quality
1,9.4,0.23,0.56,16.4,0.063,52.0,282.0,1.001,3.1,0.51,9.3,5,Medium Quality,Low Quality
0,7.6,0.42,0.25,3.9,0.104,28.0,90.0,0.998,3.15,0.57,9.1,5,Medium Quality,Medium Quality
0,7.4,1.18,0.0,4.2,0.097,5.0,14.0,0.997,3.63,0.54,10.7,3,Low Quality,Low Quality
1,6.5,0.32,0.2,6.6,0.041,9.0,126.0,0.995,2.94,0.51,8.8,5,Medium Quality,Medium Quality
1,5.9,0.2,0.28,12.8,0.038,29.0,132.0,0.994,3.31,0.57,11.8,7,Medium Quality,High Quality
1,6.2,0.27,0.32,8.8,0.047,65.0,224.0,0.996,3.17,0.47,8.9,5,Medium Quality,Medium Quality
1,7.1,0.18,0.39,14.5,0.051,48.0,156.0,0.999,3.35,0.78,9.1,5,Medium Quality,Medium Quality
0,5.4,0.58,0.08,1.9,0.059,20.0,31.0,0.995,3.5,0.64,10.2,6,Medium Quality,Medium Quality
1,6.1,0.24,0.27,11.5,0.05,51.0,133.0,0.995,3.22,0.37,10.8,6,Medium Quality,Medium Quality
1,5.8,0.2,0.27,1.4,0.031,12.0,77.0,0.99,3.25,0.36,10.9,7,Medium Quality,Medium Quality
1,7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.996,3.13,0.35,9.5,5,Medium Quality,Medium Quality
1,6.9,0.23,0.34,4.0,0.047,24.0,128.0,0.994,3.2,0.52,9.7,6,Medium Quality,Medium Quality
0,7.0,0.56,0.13,1.6,0.077,25.0,42.0,0.996,3.34,0.59,9.2,5,Medium Quality,Medium Quality
0,7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.997,3.26,0.64,9.4,6,Medium Quality,Medium Quality
1,8.2,0.55,0.44,7.2,0.036,25.0,126.0,0.997,3.09,0.43,10.9,5,Medium Quality,Low Quality
0,8.9,0.56,0.34,3.0,0.093,16.0,112.0,1.0,3.38,0.61,9.5,5,Medium Quality,Medium Quality
1,8.0,0.41,0.32,1.8,0.124,31.0,76.0,0.994,3.11,0.5,11.0,6,Medium Quality,Medium Quality
0,8.9,0.48,0.27,0.6,0.059,59.0,132.0,0.99,3.19,0.52,9.9,4,Medium Quality,Medium Quality
1,6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.993,3.07,0.34,9.2,4,Medium Quality,Medium Quality
1,6.9,0.38,0.28,8.3,0.062,22.0,166.0,0.995,3.16,0.72,10.6,5,Medium Quality,Medium Quality
1,8.0,0.25,0.26,14.0,0.043,41.0,248.0,0.999,3.03,0.57,8.7,6,Medium Quality,Medium Quality
0,7.6,0.35,0.46,8.3,0.034,35.0,124.0,0.995,3.02,0.6,12.0,4,Medium Quality,High Quality
1,7.3,0.32,0.25,7.2,0.056,47.0,180.0,0.996,3.08,0.47,8.8,5,Medium Quality,Medium Quality
1,7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.993,3.13,0.4,9.6,5,Medium Quality,Medium Quality
1,8.5,0.33,0.47,8.0,0.032,9.0,147.0,0.995,3.35,0.71,10.9,5,Medium Quality,High Quality
0,9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.997,3.28,0.55,9.5,5,Medium Quality,Medium Quality
0,7.4,0.44,0.07,9.8,0.066,15.0,73.0,0.996,3.11,0.57,10.9,6,Medium Quality,Medium Quality
1,8.2,0.37,0.27,1.7,0.028,10.0,59.0,0.992,2.97,0.48,10.4,5,Medium Quality,Medium Quality
1,5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,6,Medium Quality,Medium Quality
1,7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.995,3.29,0.76,9.6,6,Medium Quality,Medium Quality
0,10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.999,3.04,1.06,9.4,5,Medium Quality,Medium Quality
1,8.8,0.17,0.38,1.8,0.04,39.0,148.0,0.994,3.16,0.67,10.2,6,Medium Quality,Medium Quality
1,8.3,0.4,0.41,8.2,0.05,15.0,122.0,0.998,3.39,0.49,9.3,5,Medium Quality,Medium Quality
1,6.8,0.34,0.1,1.4,0.049,29.0,118.0,0.994,3.21,0.41,9.5,5,Medium Quality,Medium Quality
1,5.8,0.28,0.12,0.6,0.113,52.0,130.0,0.998,3.18,0.49,10.1,5,Medium Quality,Medium Quality
0,5.2,0.32,0.19,0.6,0.09,54.0,110.0,0.992,3.29,0.4,12.7,6,Medium Quality,Medium Quality
1,7.3,0.26,0.33,17.8,0.049,42.0,195.0,1.0,3.06,0.44,9.1,7,Medium Quality,Medium Quality
1,6.2,0.22,0.53,0.6,0.053,1.0,117.0,0.998,3.31,0.54,11.8,6,Medium Quality,Medium Quality
0,11.9,0.58,0.66,2.5,0.072,6.0,37.0,0.999,3.05,0.56,10.0,5,Medium Quality,Medium Quality
1,7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.998,2.95,0.48,9.0,5,Medium Quality,Medium Quality
1,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.992,3.19,0.48,10.5,6,Medium Quality,Medium Quality
1,9.0,0.4,0.16,0.6,0.048,31.0,54.0,0.998,3.01,0.48,10.9,4,Medium Quality,Medium Quality
1,6.8,0.2,0.28,12.6,0.048,54.0,136.0,0.996,3.19,0.37,10.7,6,Medium Quality,Medium Quality
0,9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,6,Medium Quality,Medium Quality
1,6.2,0.28,0.28,4.3,0.026,22.0,105.0,0.989,2.98,0.64,13.1,8,High Quality,High Quality
1,5.8,0.09,0.38,1.0,0.041,1.0,74.0,0.992,3.05,0.22,10.0,6,Medium Quality,Medium Quality
0,6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.995,3.35,0.62,10.4,6,Medium Quality,Medium Quality
1,6.3,0.39,0.23,8.6,0.075,42.0,115.0,0.996,3.19,0.73,10.1,6,Medium Quality,Medium Quality
1,7.0,0.18,0.26,1.4,0.044,46.0,89.0,0.993,3.39,0.48,10.7,7,Medium Quality,Medium Quality
0,9.1,0.8,0.0,2.6,0.096,11.0,26.0,0.999,3.35,0.83,9.4,6,Medium Quality,Medium Quality
1,6.7,0.26,0.39,6.4,0.171,64.0,200.0,0.996,3.19,0.38,9.4,6,Medium Quality,Medium Quality
1,5.6,0.19,0.31,2.7,0.027,11.0,100.0,0.99,3.46,0.4,13.2,7,Medium Quality,High Quality
1,7.6,0.33,0.36,2.1,0.034,26.0,172.0,0.994,3.42,0.48,10.5,4,Medium Quality,Medium Quality
0,7.5,0.62,0.24,6.2,0.05,17.0,129.0,0.993,3.03,0.55,11.5,5,Medium Quality,Medium Quality
1,8.2,0.18,0.31,11.8,0.039,96.0,249.0,0.998,3.07,0.52,9.5,6,Medium Quality,Low Quality
1,7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.992,3.2,0.48,11.3,7,Medium Quality,Medium Quality
1,5.1,0.16,0.22,5.7,0.047,42.0,146.0,0.993,3.18,0.55,9.9,6,Medium Quality,Medium Quality
1,6.6,0.33,0.31,1.3,0.02,29.0,89.0,0.99,3.26,0.44,12.4,8,High Quality,Medium Quality
1,7.3,0.3,0.34,2.7,0.044,34.0,108.0,0.991,3.36,0.53,12.8,8,High Quality,High Quality
0,13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.002,3.3,0.68,12.7,6,Medium Quality,Medium Quality
0,6.8,0.25,0.26,4.3,0.059,27.0,119.0,0.994,3.35,0.37,10.7,5,Medium Quality,Medium Quality
0,5.7,0.57,0.36,0.6,0.072,8.0,139.0,1.001,3.09,0.47,10.8,5,Medium Quality,Low Quality
1,7.6,0.37,0.34,3.2,0.028,42.0,162.0,0.99,3.01,0.33,12.4,6,Medium Quality,Medium Quality
1,7.6,0.3,0.27,10.6,0.039,31.0,119.0,0.998,3.27,0.3,9.3,6,Medium Quality,Medium Quality
0,9.2,0.36,0.42,2.1,0.08,34.0,158.0,0.995,3.13,0.29,10.5,6,Medium Quality,Medium Quality
0,5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.995,3.52,0.51,11.2,6,Medium Quality,Medium Quality
1,8.2,0.17,0.32,1.5,0.05,17.0,101.0,0.994,3.14,0.58,9.5,5,Medium Quality,Medium Quality
1,7.0,0.31,0.39,7.5,0.055,42.0,218.0,0.997,3.37,0.54,10.3,5,Medium Quality,Medium Quality
1,6.1,0.41,0.0,1.6,0.063,36.0,87.0,0.991,3.27,0.67,10.8,6,Medium Quality,Medium Quality
1,7.6,0.46,0.37,8.6,0.06,15.0,141.0,0.995,3.0,0.61,11.1,6,Medium Quality,Medium Quality
1,8.3,0.49,0.43,2.5,0.036,32.0,116.0,0.994,3.23,0.47,10.7,6,Medium Quality,Medium Quality
0,6.7,0.38,0.24,9.4,0.093,53.0,105.0,0.993,3.31,0.43,9.6,6,Medium Quality,Low Quality
0,5.7,0.25,0.34,5.0,0.155,37.0,99.0,0.993,3.0,0.22,10.2,5,Medium Quality,Medium Quality
1,8.5,0.66,0.28,2.4,0.022,28.0,119.0,0.992,3.17,0.34,10.7,5,Medium Quality,Medium Quality
0,11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.996,3.02,0.83,10.9,7,Medium Quality,Medium Quality
0,6.7,0.3,0.41,2.8,0.01,28.0,109.0,0.994,3.3,0.43,9.2,5,Medium Quality,Medium Quality
0,6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.996,3.56,0.73,10.6,6,Medium Quality,Medium Quality
0,6.0,0.29,0.14,0.6,0.066,42.0,70.0,0.992,3.12,0.45,9.0,5,Medium Quality,Medium Quality
1,6.7,0.26,0.3,0.6,0.042,15.0,187.0,0.997,3.08,0.53,8.0,5,Medium Quality,Medium Quality
1,4.0,0.29,0.39,2.3,0.022,37.0,57.0,0.992,3.18,0.79,10.1,5,Medium Quality,High Quality
1,6.6,0.4,0.32,3.2,0.035,53.0,119.0,0.995,3.17,0.55,10.3,4,Medium Quality,High Quality
1,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.999,3.06,0.36,9.2,6,Medium Quality,Medium Quality
0,6.4,0.42,0.09,2.3,0.054,34.0,64.0,0.997,3.41,0.68,10.4,6,Medium Quality,Medium Quality
0,7.2,0.17,0.28,7.3,0.134,31.0,224.0,0.995,3.11,0.67,8.4,5,Medium Quality,Low Quality
0,6.6,0.42,0.41,12.2,0.013,4.0,157.0,0.997,3.35,0.88,11.2,4,Medium Quality,Medium Quality
1,6.8,0.32,0.3,1.0,0.049,22.0,113.0,0.993,3.24,0.61,10.2,5,Medium Quality,Medium Quality
1,6.7,0.15,0.29,5.0,0.058,28.0,105.0,0.995,3.52,0.44,10.2,7,Medium Quality,Medium Quality
0,5.9,0.4,0.13,2.4,0.056,14.0,28.0,0.994,3.62,0.67,12.4,6,Medium Quality,Medium Quality
1,7.0,0.22,0.32,1.6,0.045,40.0,120.0,0.991,2.98,0.44,10.5,6,Medium Quality,Medium Quality
1,8.5,0.56,0.74,17.8,0.051,51.0,243.0,1.0,2.99,0.7,9.2,5,Medium Quality,Medium Quality
1,7.3,0.37,0.35,13.7,0.028,35.0,295.0,0.994,3.14,0.66,11.6,4,Medium Quality,Low Quality
0,5.6,0.53,0.35,12.0,0.04,32.0,6.0,0.993,3.21,0.67,9.8,4,Medium Quality,Medium Quality
1,7.7,0.3,0.34,1.2,0.048,4.0,119.0,0.991,3.18,0.34,12.1,6,Medium Quality,Medium Quality
0,5.5,0.19,0.2,5.6,0.02,41.0,90.0,0.995,3.01,0.67,10.9,6,Medium Quality,Medium Quality
1,8.5,0.19,0.56,17.3,0.055,47.0,169.0,1.0,3.07,0.67,9.3,6,Medium Quality,Medium Quality
1,6.0,0.31,0.32,7.4,0.175,47.0,159.0,0.995,3.19,0.5,9.4,6,Medium Quality,Medium Quality
1,5.8,0.33,0.23,5.0,0.053,29.0,106.0,0.995,3.13,0.52,9.0,5,Medium Quality,Medium Quality
1,7.2,0.35,0.25,5.6,0.032,23.0,120.0,0.993,2.93,0.66,10.3,7,Medium Quality,Medium Quality
1,7.6,0.4,0.27,5.2,0.03,32.0,101.0,0.992,3.22,0.62,12.3,7,Medium Quality,Medium Quality
0,6.8,0.83,0.09,1.8,0.074,4.0,25.0,0.995,3.38,0.45,9.6,5,Medium Quality,Medium Quality
1,6.0,0.43,0.34,7.6,0.045,25.0,118.0,0.992,3.03,0.37,11.0,6,Medium Quality,High Quality
0,6.0,0.4,0.12,7.5,0.015,28.0,54.0,0.995,3.2,0.6,10.7,4,Medium Quality,Medium Quality
0,7.4,0.29,0.3,2.3,0.066,5.0,147.0,0.999,3.03,0.44,11.0,5,Medium Quality,Medium Quality
1,7.1,0.25,0.31,2.3,0.05,32.0,156.0,0.991,3.14,0.51,11.4,6,Medium Quality,Medium Quality
1,7.9,0.51,0.34,2.6,0.049,13.0,135.0,0.993,3.09,0.51,10.0,5,Medium Quality,Medium Quality
1,6.1,0.37,0.23,4.8,0.09,45.0,138.0,0.991,3.26,0.28,11.1,6,Medium Quality,Medium Quality
1,5.8,0.28,0.3,1.5,0.026,31.0,114.0,0.99,3.32,0.6,12.5,7,Medium Quality,Medium Quality
1,10.0,0.23,0.1,0.6,0.047,29.0,125.0,0.996,3.35,0.54,8.8,6,Medium Quality,Medium Quality
1,8.1,0.23,0.32,1.9,0.08,53.0,132.0,0.997,3.23,0.69,9.3,7,Medium Quality,Medium Quality
0,8.0,0.27,0.0,8.5,0.053,51.0,150.0,0.996,3.32,0.87,9.8,6,Medium Quality,Medium Quality
0,8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.995,3.39,0.72,11.8,6,Medium Quality,Medium Quality
1,6.2,0.16,0.34,1.7,0.038,85.0,153.0,0.991,3.33,0.86,12.0,7,Medium Quality,Medium Quality
1,6.1,0.43,0.35,9.1,0.059,83.0,249.0,0.997,3.37,0.5,8.5,5,Medium Quality,Low Quality
1,7.2,0.29,0.4,7.6,0.048,56.0,177.0,0.993,3.04,0.32,11.5,6,Medium Quality,Medium Quality
1,7.7,0.16,0.36,5.9,0.054,25.0,148.0,0.996,3.25,0.54,10.2,6,Medium Quality,Medium Quality
1,7.5,0.26,0.52,13.2,0.047,64.0,179.0,0.998,3.1,0.46,9.0,5,Medium Quality,Medium Quality
1,5.9,0.2,0.4,1.3,0.047,23.0,92.0,0.992,3.2,0.45,10.0,6,Medium Quality,Medium Quality
0,11.9,0.38,0.51,2.0,0.121,7.0,20.0,1.0,3.24,0.76,10.4,6,Medium Quality,Medium Quality
0,7.8,0.54,0.26,2.0,0.088,23.0,48.0,0.998,3.41,0.74,9.2,6,Medium Quality,Medium Quality
1,5.8,0.39,0.28,9.0,0.034,47.0,68.0,0.997,3.3,0.72,9.6,5,Medium Quality,Medium Quality
1,6.5,0.36,0.49,2.9,0.03,16.0,94.0,0.99,3.1,0.49,12.1,7,Medium Quality,Medium Quality
1,6.7,0.45,0.3,5.3,0.036,27.0,165.0,0.991,3.12,0.46,12.2,6,Medium Quality,High Quality
0,4.8,0.52,0.48,2.9,0.073,35.0,71.0,0.991,3.33,0.45,11.3,7,Medium Quality,High Quality
0,9.5,0.2,0.44,13.6,0.117,46.0,137.0,0.992,3.49,0.56,11.1,5,Medium Quality,Low Quality
1,8.2,0.27,0.43,1.6,0.035,31.0,128.0,0.992,3.1,0.5,12.3,6,Medium Quality,Medium Quality
1,7.7,0.25,0.43,4.5,0.062,20.0,115.0,0.997,3.38,0.5,9.9,6,Medium Quality,Medium Quality
